step,critic_loss
20000,1.0112143754959106
21000,0.002496631583198905
22000,0.04004970192909241
23000,0.09236549586057663
24000,0.028696080669760704
25000,0.014889833517372608
26000,0.09031525999307632
27000,0.03927324712276459
28000,0.02427612990140915
29000,0.010463574901223183
30000,0.05242830142378807
31000,0.019449006766080856
32000,0.2943904995918274
33000,0.01253424771130085
34000,0.006366905756294727
35000,0.03166575729846954
36000,0.02776498533785343
37000,0.06650226563215256
38000,0.2642911374568939
39000,0.0941404402256012
40000,0.04126366972923279
41000,0.0345737524330616
42000,0.07428348064422607
43000,0.07419373095035553
44000,0.0843702107667923
45000,0.030085232108831406
46000,0.10912156105041504
47000,0.05762937664985657
48000,0.18821802735328674
49000,0.7982729077339172
50000,0.1042785570025444
51000,0.0620746985077858
52000,0.12777568399906158
53000,0.09760446846485138
54000,0.46129271388053894
55000,0.16493530571460724
56000,3.801643133163452
57000,0.11189177632331848
58000,0.12107865512371063
59000,0.6871088743209839
60000,0.540461540222168
61000,0.09960981458425522
62000,0.8078783750534058
63000,0.256866991519928
64000,0.100051149725914
65000,0.6135188341140747
66000,1.9331644773483276
67000,0.3267658054828644
68000,0.10704824328422546
69000,0.17715707421302795
70000,1.7242581844329834
71000,0.09245215356349945
72000,0.2013341188430786
73000,0.12589052319526672
74000,0.11409331113100052
75000,0.10982847213745117
76000,0.1909077912569046
77000,0.1571362316608429
78000,0.2808782458305359
79000,0.16484540700912476
80000,0.20535898208618164
81000,0.2918940782546997
82000,0.1915382593870163
83000,0.20187324285507202
84000,1.775184154510498
85000,0.10143861174583435
86000,0.1257571429014206
87000,0.28345128893852234
88000,0.32660165429115295
89000,0.8110233545303345
90000,0.2686917781829834
91000,0.21000263094902039
92000,2.425110340118408
93000,0.21754659712314606
94000,0.14397874474525452
95000,0.35243335366249084
96000,1.6350349187850952
97000,0.2427321970462799
98000,0.3615291118621826
99000,0.1783621907234192
100000,0.9517638683319092
101000,0.1923498809337616
102000,0.1479615867137909
103000,0.24763470888137817
104000,0.4726226329803467
105000,0.2622474730014801
106000,0.36861926317214966
107000,0.2782827913761139
108000,0.15192344784736633
109000,0.17976385354995728
110000,0.22913286089897156
111000,0.07946369051933289
112000,1.1866531372070312
113000,0.26052314043045044
114000,0.741820752620697
115000,0.207375630736351
116000,0.31400948762893677
117000,0.606712281703949
118000,1.6793066263198853
119000,0.2808953821659088
120000,0.15143263339996338
121000,0.7643722891807556
122000,1.3082212209701538
123000,6.080303192138672
124000,0.9498357176780701
125000,0.3133660554885864
126000,0.6153634786605835
127000,1.3919246196746826
128000,0.23315218091011047
129000,0.2706146240234375
130000,0.3542822599411011
131000,0.27408352494239807
132000,0.16858163475990295
133000,0.37319907546043396
134000,2.200148105621338
135000,0.3406391739845276
136000,0.41425713896751404
137000,0.16681618988513947
138000,0.21453016996383667
139000,0.7665804624557495
140000,0.23025716841220856
141000,0.12548503279685974
142000,0.525447428226471
143000,0.999216616153717
144000,0.20644378662109375
145000,0.3871459364891052
146000,0.5567466020584106
147000,2.191209316253662
148000,0.40546587109565735
149000,0.32601872086524963
150000,0.1817568838596344
151000,0.4578426480293274
152000,0.25861236453056335
153000,1.016005039215088
154000,0.4070571959018707
155000,0.23022879660129547
156000,0.7657305002212524
157000,3.403167486190796
158000,0.5426645874977112
159000,0.3145342469215393
160000,3.11263108253479
161000,0.3013407588005066
162000,2.5734033584594727
163000,0.3484058082103729
164000,2.180877923965454
165000,1.1275948286056519
166000,0.7187532186508179
167000,1.1249353885650635
168000,1.4655015468597412
169000,0.7445059418678284
170000,0.3505658507347107
171000,0.5226179957389832
172000,0.5425688624382019
173000,2.2696824073791504
174000,0.6292176842689514
175000,0.46803244948387146
176000,7.603255271911621
177000,0.7086076140403748
178000,2.012418031692505
179000,1.1422271728515625
180000,2.3180272579193115
181000,0.7999722957611084
182000,5.244189739227295
183000,0.4706418216228485
184000,1.924999475479126
185000,0.39792031049728394
186000,0.8626169562339783
187000,3.6934468746185303
188000,7.947195053100586
189000,0.7859005928039551
190000,0.8911675810813904
191000,0.793833315372467
192000,1.790069580078125
193000,1.2372570037841797
194000,16.919702529907227
195000,1.1749237775802612
196000,1.604925274848938
197000,0.9536351561546326
198000,1.094695806503296
199000,2.068272829055786
200000,0.5370111465454102
201000,0.8820877075195312
202000,0.9692187905311584
203000,0.45733779668807983
204000,0.6206506490707397
205000,0.6602758169174194
206000,0.8554220795631409
207000,0.42320311069488525
208000,0.5255047082901001
209000,0.6659681797027588
210000,0.3743966817855835
211000,2.6426444053649902
212000,0.5146173238754272
213000,0.322559654712677
214000,1.12765634059906
215000,1.3986949920654297
216000,5.53363561630249
217000,0.7709438800811768
218000,0.8586055040359497
219000,3.3423759937286377
220000,0.44789785146713257
221000,1.641055703163147
222000,2.303196907043457
223000,0.703963577747345
224000,0.8193360567092896
225000,60.74000549316406
226000,1.9904136657714844
227000,0.7631045579910278
228000,0.849303662776947
229000,0.4510178565979004
230000,2.0927324295043945
231000,1.41127347946167
232000,0.5328755378723145
233000,0.8423779606819153
234000,0.44148316979408264
235000,0.8858325481414795
236000,2.3878233432769775
237000,0.6024593710899353
238000,26.985498428344727
239000,0.5243030190467834
240000,1.4919570684432983
241000,0.7274562120437622
242000,1.1157559156417847
243000,0.9743403792381287
244000,1.0109747648239136
245000,1.195420265197754
246000,2.8273446559906006
247000,0.3824726641178131
248000,1.1478087902069092
249000,1.5258740186691284
250000,0.9627463817596436
251000,4.411344051361084
252000,0.4657249450683594
253000,0.6409332752227783
254000,0.9068264365196228
255000,1.0454918146133423
256000,0.7883275151252747
257000,2.287834405899048
258000,0.6294110417366028
259000,1.9086506366729736
260000,1.5910437107086182
261000,0.4761234223842621
262000,0.8081396222114563
263000,0.5906093120574951
264000,0.4832131266593933
265000,3.368762493133545
266000,0.4879451096057892
267000,0.9487802386283875
268000,0.45528072118759155
269000,2.2520034313201904
270000,1.0597333908081055
271000,3.507911443710327
272000,1.0366982221603394
273000,7.1341938972473145
274000,0.8720846176147461
275000,1.3275490999221802
276000,0.34972962737083435
277000,1.7071768045425415
278000,0.935005784034729
279000,0.8573002815246582
280000,1.32120943069458
281000,0.8858480453491211
282000,2.222057819366455
283000,8.318892478942871
284000,0.699622631072998
285000,49.63394546508789
286000,0.47068512439727783
287000,0.5712374448776245
288000,0.5172060132026672
289000,1.2328720092773438
290000,1.5797256231307983
291000,0.8212113380432129
292000,1.0525996685028076
293000,0.7896952629089355
294000,0.4857943654060364
295000,0.37377655506134033
296000,0.6457418203353882
297000,1.1144592761993408
298000,2.855893611907959
299000,2.014866352081299
